user_id,subscription_type,user_journey
438159,Monthly,Log in-Homepage-Sign up-Other-Checkout-Log in-Other-Homepage-Log in-Homepage-Log in-Checkout-Log in-Checkout
439941,Annual,Career track certificate-Sign up-Log in-Coupon
441122,Annual,Career track certificate-Pricing-Sign up-Log in-Homepage-Log in-Checkout
444315,Annual,Other-Coupon
444322,Quarterly,Homepage-Log in-Homepage-Log in-Sign up-Log in-Homepage-Sign up-Log in-Homepage-Sign up-Log in-Checkout-Homepage-Log in-Homepage-Pricing-Checkout-Pricing-Log in-Homepage-Log in-Homepage-Log in-Checkout-Sign up-Homepage-Log in-Checkout-Log in-Homepage-Log in-Checkout-Sign up-Log in-Homepage-Log in-Homepage-Log in-Checkout
445812,Annual,Other-Log in-Other-Log in-Other-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout
446564,Annual,Other-Homepage-Log in-Checkout-Homepage-Course certificate-Checkout
448260,Annual,Other-Log in-Homepage-Log in-Homepage-Log in-Homepage-Sign up-Checkout
448561,Annual,Sign up-Log in-Other
448776,Annual,Log in-Checkout-Course certificate-Log in-Checkout-Log in-Checkout-Log in-Courses-Sign up-Courses-Sign up-Log in-Courses-Resources center-Other-Sign up-Courses-Pricing-Checkout-Homepage-Log in-Checkout
451138,Monthly,Sign up-Homepage-Log in-Homepage-Log in-Other-Sign up-Log in-Checkout
451530,Annual,Other-Log in-Coupon
451998,Annual,Other-Sign up-Homepage-Log in-Checkout
452301,Annual,Checkout-Homepage-Pricing-Checkout-Homepage-Courses-Checkout
452465,Monthly,Sign up-Homepage-Career tracks-Sign up-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout-Log in-Checkout
452803,Annual,Coupon
453232,Monthly,Sign up-Homepage-Sign up-Log in-Homepage-Log in-Checkout
453489,Annual,Log in-Sign up-Log in-Coupon-Checkout-Coupon
453696,Monthly,Career track certificate-Career tracks-Courses-Career tracks-Sign up-Career tracks-Courses-Homepage-Career track certificate-Career tracks-Courses-Pricing-Checkout-Homepage-Pricing-Career tracks-Homepage-Sign up-Homepage-Courses-Homepage-Sign up-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Sign up-Log in-Checkout
454131,Annual,Sign up-Homepage-Pricing-Log in-Checkout-Homepage-Log in-Homepage-Log in-Checkout-Homepage-Log in-Homepage-Log in-Checkout
454272,Annual,Sign up-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Career tracks-Courses-Log in-Homepage-Log in-Homepage-Pricing-Log in-Other-Log in-Homepage-Log in-Other-Log in-Other-Log in-Coupon
454460,Annual,Coupon-Log in-Sign up-Coupon-Log in-Checkout-Coupon
454551,Annual,Other-Homepage-Log in-Coupon-Log in-Coupon-Checkout-Homepage-Log in-Coupon-Checkout-Coupon-Checkout-Log in-Checkout-Coupon-Log in-Checkout-Log in-Checkout-Coupon
454643,Monthly,Coupon-Courses-Sign up-Homepage-Courses-Pricing-Courses-Pricing-Courses-Upcoming courses-Courses-Homepage-Sign up-Resources center-Upcoming courses-Courses-Upcoming courses-Courses-Homepage-Courses-Sign up-Log in-Checkout-Courses-Log in-Checkout-Homepage-Log in-Checkout-Homepage-Courses-Sign up-Log in-Checkout-Courses-Other-Homepage-Other-Log in-Checkout-Log in-Homepage-Log in-Homepage-Courses-Log in-Homepage-Courses-Homepage-Courses-Log in-Homepage-Resources center-Log in-Courses-Career track certificate-Course certificate-Upcoming courses-Course certificate-Upcoming courses-Course certificate-Pricing-Courses-Pricing-Courses-Sign up-Log in-Homepage-Courses-Homepage-Courses-Career tracks-Courses-Career tracks-Courses-Upcoming courses-Courses-Career tracks-Courses-Checkout-Homepage-Courses-Other-Courses-Log in-Sign up-Log in-Checkout-Courses-Homepage-Courses-Career tracks-Log in-Homepage-Career tracks-Courses-Career tracks-Log in-Checkout-Career tracks-Log in-Checkout-Career tracks-Log in-Checkout-Career tracks-Log in-Checkout-Other-Career tracks-Log in-Checkout-Other-Courses-Coupon-Homepage-Log in-Checkout-Courses-Pricing-Checkout-Homepage-Log in-Checkout
454666,Annual,Log in-Checkout-Coupon
454953,Monthly,Sign up-Log in-Sign up-Log in-Other-Log in-Other-Log in-Other-Sign up-Log in-Other-Log in-Other-Sign up-Log in-Checkout
455041,Quarterly,Sign up-Log in-Checkout
455122,Annual,Career tracks-Courses-Sign up-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout
455204,Monthly,Courses-Sign up-Homepage-Courses-Homepage-Courses-Sign up-Courses-Log in-Checkout
455234,Annual,Log in-Sign up-Homepage-Courses-Coupon
455343,Annual,Checkout-Homepage-Career track certificate-Career tracks-Coupon
455568,Annual,Homepage-Log in-Homepage-Sign up-Homepage-Pricing-Courses-Sign up-Log in-Homepage-Sign up-Log in-Homepage-Pricing-Checkout-Homepage-Log in-Sign up-Log in-Checkout
456100,Annual,Sign up-Homepage-Upcoming courses-Courses-Career track certificate-Coupon-Homepage-Log in-Other
456261,Monthly,Sign up-Homepage-Log in-Checkout-Sign up-Log in-Checkout-Log in-Checkout-Homepage-Log in-Checkout
456271,Annual,Log in-Other-Log in-Other
456277,Annual,Other-Homepage-Log in-Homepage-Log in-Coupon-Homepage-Log in-Checkout
456808,Annual,Career tracks-Courses-Career tracks-Courses-Career tracks-Homepage-Log in-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Coupon
456907,Monthly,Other-Log in-Checkout
456953,Annual,Resources center-Career tracks-Sign up-Log in-Homepage-Career tracks-Homepage-Career tracks-Resources center-Other-Sign up-Log in-Checkout
456993,Annual,Homepage-Sign up-Homepage-Log in-Homepage-Pricing-Checkout-Log in-Coupon
457261,Monthly,Homepage-Sign up-Log in-Checkout
457417,Monthly,Log in-Sign up-Log in-Checkout
457609,Annual,Homepage-Sign up-Log in-Career track certificate-Log in-Courses-Course certificate-Career tracks-Sign up-Log in-Homepage-Log in-Checkout
458068,Quarterly,Log in-Sign up-Log in-Checkout-Log in-Homepage-Log in-Homepage-Log in-Checkout-Log in-Checkout
458392,Annual,Log in-Resources center-Log in-Checkout
458421,Quarterly,Homepage-Pricing-Homepage-Sign up-Homepage-Sign up-Checkout
458604,Monthly,Log in-Homepage-Sign up-Log in-Checkout
458926,Annual,Homepage-Sign up-Homepage-Log in-Coupon
459141,Monthly,Sign up-Log in-Homepage-Career tracks-Sign up-Log in-Homepage-Log in-Sign up-Checkout-Courses-Career tracks-Checkout
459147,Annual,Other-Homepage-Career tracks-Log in-Checkout
459170,Annual,Other-Courses-Sign up-Courses-Pricing-Homepage-Sign up-Homepage-Log in-Other-Log in-Other-Log in-Checkout
459364,Annual,Pricing-Checkout-Homepage-Resources center-Sign up-Homepage-Pricing-Homepage-Courses-Log in-Checkout
459409,Annual,Other-Career tracks-Sign up-Coupon
459494,Monthly,Other-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout
459526,Annual,Homepage-Career track certificate-Sign up-Homepage-Pricing-Log in-Coupon
459560,Monthly,Homepage-Career tracks-Pricing-Courses-Sign up-Homepage-Log in-Homepage-Log in-Checkout
459756,Annual,Homepage-Courses-Pricing-Checkout-Log in-Checkout
459946,Annual,Homepage-Pricing-Courses-Career tracks-Courses-Sign up-Homepage-Pricing-Log in-Homepage-Log in-Homepage-Log in-Homepage-Courses-Pricing-Resources center-Courses-Homepage-Log in-Homepage-Courses-Upcoming courses-Courses-Pricing-Courses-Log in-Checkout
460104,Monthly,Homepage-Sign up-Homepage-Log in-Checkout
460122,Monthly,Homepage-Sign up-Homepage-Sign up-Log in-Homepage-Log in-Sign up-Homepage-Pricing-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Coupon
460469,Annual,Homepage-Courses-Sign up-Courses-Coupon-Homepage-Courses
460480,Annual,Other-Coupon-Log in-Homepage-Checkout
460665,Annual,Homepage-Sign up-Pricing-Sign up-Coupon-Instructors-Log in-Checkout
460879,Quarterly,Homepage-Course certificate-Upcoming courses-Resources center-Other-Sign up-Log in-Checkout-Log in-Checkout-Log in-Checkout
460950,Monthly,Homepage-Courses-Career tracks-Sign up-Career tracks-Pricing-Career track certificate-Courses-Sign up-Log in-Homepage-Log in-Checkout-Log in-Checkout
461029,Annual,Homepage-Sign up-Courses-Sign up-Courses-Pricing-Sign up-Homepage-Career track certificate-Pricing-Career track certificate-Sign up-Log in-Checkout
461046,Annual,Courses-Sign up-Homepage-Sign up-Other-Career track certificate-Sign up-Homepage-Sign up-Pricing-Checkout-Coupon-Homepage-Log in-Coupon
461150,Annual,Courses-Sign up-Checkout-Homepage-Resources center-Pricing-Resources center-Other-Homepage-Career track certificate-Pricing-Resources center-Course certificate-Career track certificate-Career tracks-Sign up-Coupon-Career tracks-Sign up-Log in-Homepage-Course certificate-Homepage-Courses-Sign up-Log in-Coupon
461171,Quarterly,Other-Courses-Career tracks-Sign up-Career tracks-Sign up-Log in-Career tracks-Courses-Sign up-Log in-Homepage-Log in-Checkout
461311,Annual,Homepage-Career tracks-Course certificate-Courses-Pricing-Homepage-Career tracks-Homepage-Career tracks-Sign up-Log in-Courses-Sign up-Courses-Log in-Coupon
461458,Annual,Pricing-Sign up-Pricing-Sign up-Pricing
461513,Annual,Homepage-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Sign up-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Homepage-Log in-Homepage-Log in-Homepage-Pricing-Log in-Checkout-Log in-Other-Log in-Checkout
461729,Annual,Pricing-Sign up-Homepage-Log in-Checkout-Log in-Checkout-Pricing-Other-Pricing-Checkout-Log in-Checkout
461745,Monthly,Other-Log in
461840,Quarterly,Homepage-Sign up-Log in
461865,Monthly,Homepage-Pricing-Homepage-Courses-Pricing-Homepage-Courses-Pricing-Courses-Sign up-Checkout-Sign up-Checkout-Log in-Checkout
461948,Monthly,Career tracks-Sign up-Log in-Other-Log in-Checkout
461953,Annual,Homepage-Courses-Sign up-Courses-Career tracks-Sign up-Homepage-Pricing-Sign up-Coupon
461955,Monthly,Homepage-Courses-Pricing-Sign up-Log in-Checkout
461995,Annual,Homepage-Log in-Coupon
462048,Quarterly,Homepage-Pricing-Career track certificate-Sign up-Career track certificate-Course certificate-Sign up-Course certificate-Sign up-Courses-Career tracks-Course certificate-Sign up-Log in-Sign up-Log in-Checkout
462077,Monthly,Homepage-Sign up-Coupon
462149,Quarterly,Homepage-Course certificate-Homepage-Career tracks-Sign up-Homepage-Career tracks-Sign up-Homepage-Sign up-Log in-Homepage-Sign up-Checkout
462159,Annual,Other-Sign up-Log in-Coupon-Homepage-Sign up
462167,Monthly,Homepage-Pricing-Career tracks-Sign up-Log in-Homepage-Career tracks-Courses-Career tracks-Homepage-Sign up-Log in-Homepage-Career track certificate-Log in-Homepage-Log in-Homepage-Career track certificate-Checkout
462188,Monthly,Sign up
462221,Monthly,Career tracks-Courses-Log in-Checkout-Homepage-Log in-Checkout
462281,Monthly,Other-Checkout-Other-Log in-Checkout-Homepage-Log in-Checkout-Log in-Checkout-Log in-Checkout-Log in-Checkout-Log in-Checkout
462370,Monthly,Other-Homepage-Log in-Checkout
462426,Annual,Coupon
462441,Annual,Coupon
462449,Annual,Homepage-Courses-Pricing-Homepage-Pricing-Homepage-Pricing-Career tracks-Courses-Homepage-Pricing-Sign up-Coupon
462467,Annual,Resources center-Other-Homepage-Resources center-Log in-Other-Log in-Sign up-Coupon
462471,Annual,Coupon-Homepage-Sign up-Log in-Coupon
462473,Annual,Coupon
462474,Monthly,Other-Course certificate-Pricing-Career track certificate-Log in-Sign up-Log in-Other-Log in-Other-Log in-Courses-Career track certificate-Pricing-Career track certificate-Pricing-Career track certificate-Other-Pricing-Checkout-Pricing-Career track certificate-Sign up-Log in-Pricing-Career track certificate-Log in-Homepage-Course certificate-Career track certificate-Course certificate-Career track certificate-Sign up-Log in-Homepage-Pricing-Course certificate-Log in-Homepage-Log in-Homepage-Log in-Checkout
462484,Monthly,Coupon
462488,Monthly,Other-Log in-Checkout
462489,Annual,Homepage-Pricing-Upcoming courses-Career tracks-Sign up-Career tracks-Career track certificate-Resources center-Pricing-Courses-Sign up-Log in-Homepage-Pricing-Resources center-Career track certificate-Courses-Coupon
462514,Quarterly,Sign up-Log in-Pricing-Courses-Homepage-Career tracks-Homepage-Career tracks-Homepage-Pricing-Checkout-Homepage-Courses-Homepage-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Homepage-Courses-Resources center-Course certificate-Courses-Resources center-Pricing-Courses-Homepage-Career tracks-Courses-Homepage-Career tracks-Log in-Other-Log in-Checkout-Other-Log in-Checkout
462541,Annual,Homepage-Career tracks-Course certificate-Courses-Course certificate-Resources center-Homepage-Sign up-Log in-Homepage-Log in-Checkout
462585,Monthly,Homepage-Log in-Coupon
462624,Annual,Other-Coupon-Courses-Log in-Checkout
462643,Annual,Log in-Homepage-Course certificate-Courses-Homepage-Pricing-Checkout-Coupon-Courses-Log in-Coupon
462667,Annual,Upcoming courses-Pricing-Courses-Homepage-Career tracks-Success stories-Homepage-Sign up-Homepage-Log in-Other-Log in-Homepage-Pricing-Success stories-Log in-Homepage-Pricing-Log in-Coupon
462670,Quarterly,Homepage-Sign up-Homepage-Pricing-Sign up-Homepage-Career track certificate-Pricing-Checkout-Homepage-Checkout-Homepage-Career track certificate-Sign up-Log in-Sign up-Career track certificate-Sign up-Log in-Homepage-Log in-Homepage-Sign up-Log in-Checkout
462672,Annual,Courses-Sign up-Checkout-Coupon
462697,Annual,Homepage-Career track certificate-Resources center-Career track certificate-Sign up-Log in-Resources center-Career track certificate-Sign up-Log in-Homepage-Log in-Checkout
462703,Monthly,Homepage-Sign up-Coupon
462720,Monthly,Sign up-Courses-Sign up-Homepage-Pricing-Course certificate-Courses-Upcoming courses-Courses-Career tracks-Courses-Homepage-Resources center-Homepage-Sign up-Log in-Checkout
462746,Monthly,Coupon
462826,Monthly,Homepage-Sign up-Checkout
462852,Monthly,Pricing-Career track certificate-Career tracks-Career track certificate-Career tracks-Homepage-Pricing-Courses-Career track certificate-Sign up-Checkout
462855,Annual,Coupon
462884,Annual,Homepage-Log in-Homepage-Log in-Homepage-Sign up-Pricing-Sign up-Homepage-Log in-Homepage-Log in-Checkout-Homepage-Log in-Other-Log in-Checkout
462890,Annual,Homepage-Pricing-Checkout-Courses-Sign up-Checkout-Career tracks-Sign up-Log in-Checkout-Coupon-Checkout-Coupon
462919,Annual,Homepage-Courses-Career tracks-Course certificate-Courses-Sign up-Courses-Sign up-Homepage-Log in
462930,Annual,Coupon-Homepage-Courses
462967,Annual,Other-Log in-Coupon
462971,Annual,Homepage-Career track certificate-Homepage-Career track certificate-Career tracks-Sign up-Other-Resources center-Log in-Coupon
463014,Annual,Homepage-Career tracks-Homepage-Career tracks-Pricing-Homepage-Pricing-Homepage-Pricing-Homepage-Pricing-Homepage-Pricing-Homepage-Pricing-Career tracks-Career track certificate-Career tracks-Course certificate-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Career tracks-Sign up-Checkout
463084,Monthly,Other-Log in-Homepage-Log in-Checkout
463110,Monthly,Homepage-Sign up-Checkout
463116,Monthly,Other-Sign up-Log in-Checkout-Log in-Checkout
463172,Annual,Pricing-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Course certificate-Courses-Pricing-Courses-Resources center-Pricing-Career tracks-Upcoming courses-Career tracks-Sign up-Homepage-Pricing-Checkout-Homepage-Log in-Checkout-Homepage-Course certificate-Homepage-Instructors-Homepage-Instructors-Homepage-Instructors-Homepage-Instructors-Homepage-Instructors-Homepage-Instructors-Homepage-Instructors-Homepage-Instructors-Homepage-Instructors-Homepage-Instructors-Homepage-Instructors-Homepage-Resources center-Course certificate-Career track certificate-Resources center-Upcoming courses-Homepage-Log in-Checkout-Homepage-Log in
463183,Annual,Homepage-Sign up-Homepage-Log in-Checkout
463200,Monthly,Other-Log in-Checkout-Homepage-Sign up-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout
463224,Monthly,Homepage-Sign up-Homepage-Log in-Checkout
463226,Annual,Coupon
463227,Monthly,Homepage-Sign up-Checkout
463254,Annual,Coupon
463277,Quarterly,Homepage-Pricing-Career track certificate-Career tracks-Pricing-Career tracks-Career track certificate-Upcoming courses-Pricing-Courses-Career tracks-Courses-Career tracks-Courses-Pricing-Career track certificate-Sign up-Log in-Homepage-Log in-Other-Log in-Other-Log in-Checkout-Homepage-Log in-Checkout
463289,Annual,Homepage-Log in-About us-Sign up-About us-Resources center-Other-Homepage-Log in-Homepage-Pricing-Homepage-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Sign up-Career tracks-Courses-Homepage-Instructors-Homepage-Instructors-Homepage-Courses-Homepage-Log in-Coupon-About us-Pricing-Homepage-Other-Homepage-Career tracks-Courses-Homepage-Sign up-Homepage-Career track certificate-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Upcoming courses-Resources center-Career track certificate-Courses-Sign up-Checkout
463347,Annual,Coupon-Log in-Homepage-Log in-Checkout
463385,Annual,Coupon-Homepage-Pricing
463411,Annual,Resources center-Career track certificate-Sign up-Homepage-Sign up-Other-Pricing-Career track certificate-Resources center-Course certificate-Career track certificate-Log in-Checkout-Log in-Homepage-Log in-Coupon
463421,Annual,Homepage-Pricing-Sign up-Homepage-Sign up-Career tracks-Sign up-Pricing-Checkout-Sign up-Pricing-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout
463432,Monthly,Homepage-Career track certificate-Career tracks-Sign up-Pricing-Career track certificate-Sign up-Career track certificate-Sign up-Career track certificate-Career tracks-Pricing-Checkout-Pricing-Homepage-Log in-Checkout-Homepage-Resources center-Log in-Other-Resources center-Checkout
463477,Annual,Homepage-Career tracks-Career track certificate-Courses-Sign up-Coupon
463513,Monthly,Homepage-Pricing-Courses-Pricing-Checkout
463550,Annual,Homepage-Sign up-Homepage-Pricing-Homepage-Resources center-Courses-Course certificate-Career track certificate-Sign up-Career track certificate-Career tracks-Homepage-Resources center-Courses-Success stories-Sign up-Log in-Coupon
463570,Annual,Coupon-Homepage-Sign up
463693,Annual,Homepage-Sign up-Log in-Homepage-Log in-Checkout
463722,Annual,Homepage-Sign up-Homepage-Courses-Career tracks-Homepage-Sign up-Homepage-Career track certificate-Homepage-Sign up-Courses-Career tracks-Courses-Homepage-Sign up-Coupon-Homepage-Sign up-Career track certificate-Sign up-Log in-Sign up-Homepage-Pricing-Homepage-Career track certificate-Sign up-Career track certificate-Career tracks-Courses-Career tracks-Courses-Homepage-Coupon-Homepage-Sign up-Homepage
463728,Monthly,Other-Career track certificate-Career tracks-Career track certificate-Career tracks-Sign up-Log in-Homepage-Career track certificate-Pricing-Sign up-Checkout
463745,Monthly,Homepage-Courses-Career tracks-Career track certificate-Pricing-Courses-Career tracks-Sign up-Log in-Pricing-Log in-Homepage-Log in-Checkout
463779,Monthly,Courses-Log in-Checkout
463827,Annual,Pricing-Career tracks-Courses-Pricing-Sign up-Homepage-Log in-Homepage-Log in-Coupon-Log in-Checkout
463832,Monthly,Other-Course certificate-Courses-Homepage-Sign up-Homepage-Career tracks-Sign up-Checkout
463857,Annual,Homepage-Pricing-Log in-Sign up-Homepage-Pricing-Sign up-Checkout
463897,Monthly,Homepage-Sign up-Other-Log in-Checkout-Homepage-Log in-Homepage-Log in-Homepage-Career track certificate-Homepage-Log in-Homepage-Pricing-Checkout
463917,Annual,Other-Log in-Checkout
463935,Monthly,Homepage-Sign up-Homepage-Log in-Homepage-Log in-Homepage-Career tracks-Sign up-Log in-Coupon
463972,Monthly,Homepage-Career tracks-Sign up-Pricing-Checkout-Pricing-Checkout-Course certificate-Sign up-Log in-Homepage-Log in-Checkout
464079,Monthly,Homepage-Sign up-Checkout
464103,Monthly,Career track certificate-Sign up-Homepage-Career tracks-Homepage-Other-Homepage-Sign up-Homepage-Log in-Checkout
464203,Annual,Other-Checkout
464290,Annual,Homepage-Courses-Sign up-Coupon
464327,Monthly,Homepage-Courses-Sign up-Homepage-Pricing-Checkout-Courses-Upcoming courses-Courses-Upcoming courses-Courses-Career tracks-Courses-Career tracks-Log in-Courses-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout
464385,Monthly,Homepage-Career track certificate-Sign up-Career track certificate-Pricing-Sign up-Checkout
464451,Monthly,Homepage-Course certificate-Sign up-Course certificate-Pricing-Checkout-Pricing-Career tracks-Sign up-Homepage-Sign up-Log in-Checkout
464483,Monthly,Homepage-Career track certificate-Homepage-Course certificate-Pricing-Homepage-Course certificate-Resources center-Career tracks-Sign up-Career tracks-Career track certificate-Sign up-Career track certificate-Pricing-Resources center-Upcoming courses-Career track certificate-Success stories-Career track certificate-Sign up-Career track certificate-Career tracks-Courses-Career tracks-Courses-Career tracks-Sign up-Log in-Homepage-About us-Pricing-Checkout-Log in-Checkout
464502,Annual,Homepage-Courses-Career tracks-Sign up-Other-Coupon-Homepage-Career tracks-Coupon-Checkout-Homepage-Log in-Checkout
464521,Monthly,Homepage-Career tracks-Pricing-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Homepage-Courses-Log in-Checkout
464574,Monthly,Courses-Sign up-Courses-Sign up-Coupon-Checkout-Log in-Sign up-Log in-Sign up-Log in-Checkout
464591,Annual,Other-Sign up-Checkout
464638,Monthly,Homepage-Sign up-Log in-Checkout
464651,Monthly,Courses-Sign up-Courses-Pricing-Homepage-Sign up-Other-Career track certificate-Homepage-Career track certificate-Sign up-Homepage-Sign up-Homepage-Log in-Checkout
464652,Annual,Homepage-Career tracks-Homepage-Career tracks-Sign up-Log in-Coupon
464686,Annual,Homepage-Courses-Sign up-Homepage-Courses-Log in-Homepage-Sign up-Checkout-Homepage-Sign up-Checkout
464705,Annual,Homepage-Career tracks-Sign up-Homepage-Pricing-Sign up-Other
464722,Annual,Coupon
464724,Annual,Homepage-Courses-Sign up-Coupon
464748,Annual,Homepage-Log in-Homepage-Sign up-Log in
464912,Annual,Homepage-Courses-Sign up-Courses-Pricing-Courses-Pricing-Course certificate-Courses-Career tracks-Courses-Upcoming courses-Other-Career tracks-Courses-Sign up-Courses-Course certificate-Sign up-Checkout
464935,Annual,Coupon
464947,Annual,Homepage-Courses-Log in-Sign up-Log in-Checkout
464977,Annual,Homepage-Pricing-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Sign up-Career track certificate-Career tracks-Career track certificate-Career tracks-Homepage-Career tracks-Sign up-Career tracks-Pricing-Career tracks-Pricing-Resources center-About us-Resources center-Other-Career tracks-Sign up-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Pricing-Resources center-Career tracks-Sign up-Career tracks-Coupon-Career tracks-Courses-Career tracks-Courses-Career tracks-Coupon-Homepage-Log in-Coupon
465040,Annual,Courses-Sign up-Log in-Homepage-Sign up-Coupon
465074,Monthly,Homepage-Course certificate-Sign up-Checkout
465077,Annual,Coupon
465094,Annual,Sign up-Log in-Coupon-Checkout-Coupon
465102,Annual,Other-Log in-Other-Log in-Other-Log in-Coupon
465104,Quarterly,Other-Log in-Checkout
465169,Annual,Coupon
465191,Monthly,Career tracks-Pricing-Courses-Career tracks-Courses-Pricing-Career tracks-Courses-Homepage-Course certificate-Pricing-Courses-Pricing-Sign up-Pricing-Checkout
465234,Annual,Coupon
465283,Monthly,Other-Checkout-Log in-Checkout-Log in-Checkout-Log in-Checkout-Log in-Checkout
465285,Annual,Career tracks-Courses-Career tracks-Sign up-Career tracks-Sign up-Homepage-Career tracks-Homepage-Log in-Checkout
465312,Annual,Pricing-Courses-Homepage-Sign up-Homepage-Log in-Checkout
465335,Monthly,Homepage-Pricing-Courses-Career track certificate-Career tracks-Homepage-Sign up-Checkout
465337,Annual,Homepage-Sign up-Coupon-Homepage-Sign up-Checkout
465355,Annual,Coupon
465382,Annual,Homepage-Pricing-Courses-Log in-Homepage-Career tracks-Homepage-Career tracks-Courses-Sign up-Homepage-Career tracks-Sign up-Log in-Coupon
465421,Annual,Homepage-Courses-Career tracks-Homepage-Resources center-Homepage-Log in-Homepage-Log in-Checkout-Homepage-Instructors-Other-Resources center-Homepage-Career track certificate-Course certificate-Career track certificate-Coupon
465461,Annual,Other-Log in-Other-Log in-Coupon-Log in-Checkout
465499,Annual,Homepage-Pricing-Sign up-Homepage-Log in-Checkout
465517,Annual,Career tracks-Sign up-Log in-Checkout
465520,Annual,Other-Log in-Coupon
465530,Monthly,Other-Courses-Sign up-Checkout
465532,Annual,Homepage-Courses-Homepage-Courses-Homepage-Courses-Homepage-Courses-Homepage-Career tracks-Courses-Pricing-Homepage-Courses-Homepage-Courses-Pricing-Homepage-Pricing-Upcoming courses-Resources center-Homepage-Courses-Homepage-Courses-Course certificate-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Career tracks-Courses-Homepage-Courses-Homepage-Courses-Homepage-Pricing-Homepage-Courses-Homepage-Courses-Career tracks-Courses-Homepage-Courses-Homepage-Courses-Homepage-Pricing-Homepage-Courses-Homepage-Pricing-Other-Coupon-Homepage-Pricing-Checkout-Homepage-Pricing-Checkout-Homepage-Courses-Homepage-Courses-Pricing-Checkout-Homepage-Courses-Career tracks-Courses-Homepage-Sign up-Homepage-Sign up-Checkout
465554,Monthly,Homepage-Pricing-Checkout-Pricing-Courses-Career tracks-Pricing-Homepage-Log in-Checkout
465581,Monthly,Homepage-Career tracks-Courses-Pricing-Blog-Resources center-Other-Resources center-Career tracks-Courses-Sign up-Homepage-Sign up-Checkout
465609,Monthly,Homepage-Pricing-Homepage-Pricing-Courses-Career tracks-Homepage-Sign up-Homepage-Courses-Homepage-Career track certificate-Pricing-Homepage-Career tracks-Courses-Homepage-Pricing-Checkout
465628,Annual,Other-Resources center-Other-Homepage-Log in-Other-Log in-Checkout
465641,Annual,Coupon-Log in-Coupon
465663,Annual,Homepage-Career track certificate-Sign up-Career track certificate-Career tracks-Homepage-Sign up-Homepage-Pricing-Sign up-Log in-Homepage-Career tracks-Log in-Homepage-Courses-Career track certificate-Courses-Career tracks-Courses-Career tracks-Courses-Homepage-Career tracks-Coupon
465719,Annual,Homepage-Career tracks-Homepage-Career tracks-Other-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Sign up-Checkout
465730,Annual,Homepage-Sign up-Log in-Checkout
465740,Annual,Sign up-Homepage-Log in-Checkout
465748,Annual,Log in-Sign up-Log in-Checkout
465756,Annual,Other-Courses-Sign up-Checkout-Coupon-Checkout
465781,Annual,Other-Career track certificate-Career tracks-Courses-Sign up-Other-Career track certificate-Career tracks-Resources center-Career tracks-Courses-Career tracks-Log in-Homepage-Pricing-Checkout-Pricing-Checkout-Homepage-Log in-Checkout
465804,Annual,Pricing-Sign up-Pricing-Checkout-Coupon
465807,Annual,Homepage-Log in-Sign up-Checkout
465840,Monthly,Homepage-Career tracks-Courses-Sign up-Log in-Checkout-Log in-Homepage-Career tracks-Pricing-Sign up-Log in-Checkout-Log in-Checkout
